Date, Open, High, Low, Close
09/24/09, 1062.56, 1066.29, 1045.85, 1050.78
09/23/09, 1072.69, 1080.15, 1060.39, 1060.87
09/22/09, 1066.35, 1073.81, 1066.35, 1071.66
09/21/09, 1067.14, 1067.28, 1057.46, 1064.66
09/18/09, 1066.60, 1071.52, 1064.27, 1068.30
09/17/09, 1067.87, 1074.77, 1061.20, 1065.49
09/16/09, 1053.99, 1068.76, 1052.87, 1068.76
09/15/09, 1049.03, 1056.04, 1043.42, 1052.63
09/14/09, 1040.15, 1049.74, 1035.00, 1049.34
09/11/09, 1043.92, 1048.18, 1038.40, 1042.73
09/10/09, 1032.99, 1044.14, 1028.04, 1044.14
09/09/09, 1025.36, 1036.34, 1023.97, 1033.37
09/08/09, 1018.67, 1026.07, 1018.67, 1025.39
09/04/09, 1003.84, 1016.48, 1001.65, 1016.40
09/03/09, 996.12, 1003.43, 992.25, 1003.24
09/02/09, 996.07, 1000.34, 991.97, 994.75
09/01/09, 1019.52, 1028.45, 996.28, 998.04
08/31/09, 1025.21, 1025.21, 1014.62, 1020.62
08/28/09, 1031.62, 1039.47, 1023.13, 1028.93
08/27/09, 1027.81, 1033.33, 1016.20, 1030.98
08/26/09, 1027.35, 1032.47, 1021.57, 1028.12
08/25/09, 1026.63, 1037.75, 1026.21, 1028.00
08/24/09, 1026.59, 1035.82, 1022.48, 1025.57
08/21/09, 1009.06, 1027.59, 1009.06, 1026.13
08/20/09, 996.41, 1008.92, 996.39, 1007.37
08/19/09, 986.88, 999.61, 980.62, 996.46
08/18/09, 980.62, 991.20, 980.62, 989.67
08/17/09, 998.18, 998.18, 978.51, 979.73
08/14/09, 1012.23, 1012.60, 994.60, 1004.09
08/13/09, 1005.86, 1013.14, 1000.82, 1012.73
08/12/09, 994.00, 1012.78, 993.36, 1005.81
08/11/09, 1005.77, 1005.77, 992.40, 994.35
08/10/09, 1008.89, 1010.12, 1000.99, 1007.10
08/07/09, 999.83, 1018.00, 999.83, 1010.48
08/06/09, 1004.06, 1008.00, 992.49, 997.08
08/05/09, 1005.41, 1006.64, 994.31, 1002.72
08/04/09, 1001.41, 1007.12, 996.68, 1005.65
08/03/09, 990.22, 1003.61, 990.22, 1002.63
07/31/09, 986.80, 993.18, 982.85, 987.48
07/30/09, 976.01, 996.68, 976.01, 986.75
07/29/09, 977.66, 977.76, 968.65, 975.15
07/28/09, 981.48, 982.35, 969.35, 979.62
07/27/09, 978.63, 982.49, 972.29, 982.18
07/24/09, 972.16, 979.79, 965.95, 979.26
07/23/09, 954.07, 979.42, 953.27, 976.29
07/22/09, 953.40, 959.83, 947.75, 954.07
07/21/09, 951.97, 956.53, 943.22, 954.58
07/20/09, 942.07, 951.62, 940.99, 951.13
07/17/09, 940.56, 941.89, 934.65, 940.38
07/16/09, 930.17, 943.96, 927.45, 940.74
07/15/09, 910.15, 933.95, 910.15, 932.68
07/14/09, 900.77, 905.84, 896.50, 905.84
07/13/09, 879.57, 901.05, 875.32, 901.05
07/10/09, 880.03, 883.57, 872.81, 879.13
07/09/09, 881.28, 887.86, 878.45, 882.68
07/08/09, 881.90, 886.80, 869.32, 879.56
07/07/09, 898.60, 898.60, 879.93, 881.03
07/06/09, 894.27, 898.72, 886.36, 898.72
07/02/09, 921.24, 921.24, 896.42, 896.42
07/01/09, 920.82, 931.92, 920.82, 923.33
06/30/09, 927.15, 930.01, 912.86, 919.32
06/29/09, 919.86, 927.99, 916.18, 927.23
06/26/09, 918.84, 922.00, 913.03, 918.90
06/25/09, 899.45, 921.42, 896.27, 920.26
06/24/09, 896.31, 910.85, 896.31, 900.94
06/23/09, 893.46, 898.69, 888.86, 895.10
06/22/09, 918.13, 918.13, 893.04, 893.04
06/19/09, 919.96, 927.09, 915.80, 921.23
06/18/09, 910.86, 921.93, 907.94, 918.37
06/17/09, 911.89, 918.44, 903.78, 910.71
06/16/09, 925.60, 928.00, 911.60, 911.97
06/15/09, 942.45, 942.45, 919.65, 923.72
06/12/09, 943.44, 946.30, 935.66, 946.21
06/11/09, 939.04, 956.23, 939.04, 944.89
06/10/09, 942.73, 949.77, 927.97, 939.15
06/09/09, 940.35, 946.92, 936.15, 942.43
06/08/09, 938.12, 946.33, 926.44, 939.14
06/05/09, 945.67, 951.69, 934.13, 940.09
06/04/09, 932.49, 942.47, 929.32, 942.46
06/03/09, 942.51, 942.51, 923.85, 931.76
06/02/09, 942.87, 949.38, 938.46, 944.74
06/01/09, 923.26, 947.74, 923.26, 942.87
05/29/09, 907.02, 920.02, 903.56, 919.14
05/28/09, 892.96, 909.45, 887.60, 906.83
05/27/09, 909.95, 913.84, 891.87, 893.06
05/26/09, 887.00, 911.76, 881.46, 910.33
05/22/09, 888.68, 896.65, 883.75, 887.00
05/21/09, 900.42, 900.42, 879.61, 888.33
05/20/09, 908.62, 924.60, 901.37, 903.47
05/19/09, 909.67, 916.39, 905.22, 908.13
05/18/09, 886.07, 910.00, 886.07, 909.71
05/15/09, 892.76, 896.97, 878.94, 882.88
05/14/09, 884.24, 898.36, 882.52, 893.07
05/13/09, 905.40, 905.40, 882.80, 883.92
05/12/09, 910.52, 915.57, 896.46, 908.35
05/11/09, 914.27, 918.72, 908.86, 909.24
05/08/09, 909.03, 930.17, 909.03, 929.23
05/07/09, 919.58, 929.58, 901.36, 907.39
05/06/09, 903.95, 920.28, 903.95, 919.53
05/05/09, 906.10, 907.70, 897.34, 903.80
05/04/09, 879.21, 907.85, 879.21, 907.24
05/01/09, 872.74, 880.48, 866.10, 877.52
04/30/09, 876.59, 888.70, 868.51, 872.81
04/29/09, 856.85, 882.06, 856.85, 873.64
04/28/09, 854.48, 864.48, 847.12, 855.16
04/27/09, 862.82, 868.83, 854.65, 857.51
04/24/09, 853.91, 871.80, 853.91, 866.23
04/23/09, 844.62, 852.87, 835.45, 851.92
04/22/09, 847.26, 857.95, 840.57, 857.10
04/21/09, 831.25, 850.09, 826.83, 850.08
04/20/09, 868.27, 868.27, 832.39, 832.39
04/17/09, 865.18, 875.63, 860.87, 869.60
04/16/09, 854.54, 870.35, 847.04, 865.30
04/15/09, 839.44, 852.93, 835.58, 852.06
04/14/09, 856.88, 856.88, 840.25, 841.50
04/13/09, 855.33, 864.31, 845.35, 858.73
04/09/09, 829.29, 856.91, 829.29, 856.56
04/08/09, 816.76, 828.42, 814.84, 825.16
04/07/09, 834.12, 834.12, 814.53, 815.55
04/06/09, 839.75, 839.75, 822.79, 835.48
04/03/09, 835.13, 842.50, 826.70, 842.50
04/02/09, 814.53, 845.61, 814.53, 834.38
04/01/09, 793.59, 813.62, 783.32, 811.08
03/31/09, 790.88, 810.48, 790.88, 797.87
03/30/09, 809.07, 809.07, 779.81, 787.53
03/27/09, 828.68, 828.68, 813.43, 815.94
03/26/09, 814.06, 832.98, 814.06, 832.86
03/25/09, 806.81, 826.78, 791.37, 813.88
03/24/09, 820.60, 823.65, 805.48, 806.25
03/23/09, 772.31, 823.37, 772.31, 822.92
03/20/09, 784.58, 788.91, 766.20, 768.54
03/19/09, 797.92, 803.24, 781.82, 784.04
03/18/09, 776.01, 803.04, 765.64, 794.35
03/17/09, 753.88, 778.12, 749.93, 778.12
03/16/09, 758.84, 774.53, 753.37, 753.89
03/13/09, 751.97, 758.29, 742.46, 756.55
03/12/09, 720.89, 752.63, 714.76, 750.74
03/11/09, 719.59, 731.92, 713.85, 721.36
03/10/09, 679.28, 719.60, 679.28, 719.60
03/09/09, 680.76, 695.27, 672.88, 676.53
03/06/09, 684.04, 699.09, 666.79, 683.38
03/05/09, 708.27, 708.27, 677.93, 682.55
03/04/09, 698.60, 724.12, 698.60, 712.87
03/03/09, 704.44, 711.67, 692.30, 696.33
03/02/09, 723.23, 725.02, 699.70, 700.82
02/27/09, 749.93, 751.27, 734.52, 735.09
02/26/09, 765.76, 779.42, 751.75, 752.83
02/25/09, 770.64, 780.12, 752.89, 764.90
02/24/09, 744.69, 775.49, 744.69, 773.14
02/23/09, 773.25, 777.85, 742.37, 743.33
02/20/09, 775.87, 778.69, 754.25, 770.05
02/19/09, 787.91, 797.58, 777.03, 778.94
02/18/09, 791.06, 796.17, 780.43, 788.42
02/17/09, 818.61, 818.61, 789.17, 789.17
02/13/09, 833.95, 839.43, 825.21, 826.84
02/12/09, 829.91, 835.48, 808.06, 835.19
02/11/09, 827.41, 838.22, 822.30, 833.74
02/10/09, 866.87, 868.05, 822.99, 827.16
02/09/09, 868.24, 875.01, 861.65, 869.89
02/06/09, 846.09, 870.75, 845.42, 868.60
02/05/09, 831.75, 850.55, 819.91, 845.85
02/04/09, 837.77, 851.85, 829.18, 832.23
02/03/09, 825.69, 842.60, 821.98, 838.51
02/02/09, 823.09, 830.78, 812.87, 825.44
01/30/09, 845.69, 851.66, 821.67, 825.88
01/29/09, 868.89, 868.89, 844.15, 845.14
01/28/09, 845.73, 877.86, 845.73, 874.09
01/27/09, 837.30, 850.45, 835.40, 845.71
01/26/09, 832.50, 852.53, 827.69, 836.57
01/23/09, 822.16, 838.61, 806.07, 831.95
01/22/09, 839.74, 839.74, 811.29, 827.50
01/21/09, 806.77, 841.72, 804.30, 840.24
01/20/09, 849.64, 849.64, 804.47, 805.22
01/16/09, 844.45, 858.13, 830.66, 850.12
01/15/09, 841.99, 851.59, 817.04, 843.74
01/14/09, 867.28, 867.28, 836.93, 842.62
01/13/09, 869.79, 877.02, 862.02, 871.79
01/12/09, 890.40, 890.40, 864.32, 870.26
01/09/09, 909.91, 911.93, 888.31, 890.35
01/08/09, 905.73, 910.00, 896.81, 909.73
01/07/09, 927.45, 927.45, 902.37, 906.65
01/06/09, 931.17, 943.85, 927.28, 934.70
01/05/09, 929.17, 936.63, 919.53, 927.45
01/02/09, 902.99, 934.73, 899.35, 931.80
12/31/08, 890.59, 910.32, 889.67, 903.25
12/30/08, 870.58, 891.12, 870.58, 890.64
12/29/08, 872.37, 873.70, 857.07, 869.42
12/26/08, 869.51, 873.74, 866.52, 872.80
